GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,block,Feedback,B_rate,unb,unb_unb,unb_unb_unb,unb_unb_uni,unb_unb_pes,unb_unb_sig,unb_uni,unb_uni_unb,unb_uni_uni,unb_uni_pes,unb_uni_sig,unb_pes,unb_pes_unb,unb_pes_uni,unb_pes_pes,unb_pes_sig,unb_sig,unb_sig_unb,unb_sig_uni,unb_sig_pes,unb_sig_sig,uni,uni_unb,uni_unb_unb,uni_unb_uni,uni_unb_pes,uni_unb_sig,uni_uni,uni_uni_unb,uni_uni_uni,uni_uni_pes,uni_uni_sig,uni_pes,uni_pes_unb,uni_pes_uni,uni_pes_pes,uni_pes_sig,uni_sig,uni_sig_unb,uni_sig_uni,uni_sig_pes,uni_sig_sig,pes,pes_unb,pes_unb_unb,pes_unb_uni,pes_unb_pes,pes_unb_sig,pes_uni,pes_uni_unb,pes_uni_uni,pes_uni_pes,pes_uni_sig,pes_pes,pes_pes_unb,pes_pes_uni,pes_pes_pes,pes_pes_sig,pes_sig,pes_sig_unb,pes_sig_uni,pes_sig_pes,pes_sig_sig,sig,sig_unb,sig_unb_unb,sig_unb_uni,sig_unb_pes,sig_unb_sig,sig_uni,sig_uni_unb,sig_uni_uni,sig_uni_pes,sig_uni_sig,sig_pes,sig_pes_unb,sig_pes_uni,sig_pes_pes,sig_pes_sig,sig_sig,sig_sig_unb,sig_sig_uni,sig_sig_pes,sig_sig_sig
211,96.0,0.2,3.0,0.0,1.0,0.0,0.0,5.0,59.0,0.5,-19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6000000000000083,1.7973119250772385,-22.0,-39.0,-60.5,0.0,1.0,-0.3956,-0.1852000000000001,-1.0,-0.4984,-0.485,0.0,-1.6000000000000083,-1.6000000000000083,-117.00000000000004,0.19799999999999351,1,0,0.431666667,0.10000000000938641,0.16998320559318006,0.14510282024180388,0.03947808166952614,0.12457210994308592,0.0848129978990997,0.0666335256453594,0.03947808166952614,0.0034225484426336442,0.017887141280894664,0.03301871910048836,0.09999997950414723,0.12457210994308592,0.017887141280894664,0.09168273036002084,0.04999704365978916,0.050000281070504964,0.08481299789909974,0.03301871910048837,0.04999704365978916,0.02500551052851646,3.128800855269035e-12,0.06663352564535939,0.03947808166952615,0.0034225484426336455,0.01788714128089466,0.03301871910048836,5.226060902840608e-13,0.0034225484426336455,9.088784169504022e-14,5.372546516440521e-13,4.111273349483074e-10,3.1322161135751938e-12,0.01788714128089466,5.372546516440521e-13,3.175810486089689e-12,2.430248850931267e-09,9.376905989275471e-08,0.03301871910048837,4.1112733494830744e-10,2.430248850931267e-09,1.8594758594511388e-06,1.8772796499190186e-11,0.09999997950414723,0.12457210994308592,0.017887141280894664,0.09168273036002084,0.04999704365978916,3.1322161135751938e-12,0.01788714128089466,5.372546516440521e-13,3.175810486089689e-12,2.430248850931267e-09,1.8772796499190186e-11,0.09168273036002084,3.175810486089689e-12,1.8772796499190186e-11,1.4365645325152086e-08,5.620006439484593e-07,0.04999704365978913,2.430248850931267e-09,1.4365645325152086e-08,1.0991680472674758e-05,0.027996935811012386,0.050000281070504964,0.08481299789909964,0.03301871910048837,0.04999704365978913,0.025005510528516448,9.376905989275474e-08,0.03301871910048836,4.1112733494830744e-10,2.430248850931267e-09,1.8594758594511377e-06,5.620006439484593e-07,0.04999704365978913,2.430248850931267e-09,1.4365645325152086e-08,1.0991680472674758e-05,0.0139984679055062,0.025005510528516448,1.8594758594511377e-06,1.0991680472674758e-05,0.006999233952753107
211,96.0,0.2,3.0,0.0,1.0,0.0,0.0,5.0,59.0,0.5,-19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6000000000000083,1.7973119250772385,-22.0,-39.0,-60.5,0.0,1.0,-0.3956,-0.1852000000000001,-1.0,-0.4984,-0.485,0.0,-1.6000000000000083,-1.6000000000000083,-117.00000000000004,0.3075499999999902,2,1,0.435,0.13333333334084246,0.186655462193232,0.16347977062846084,0.05995758016573805,0.15305449876882998,0.0932074797556141,0.09163939232911368,0.05995758016573805,0.01789989789216072,0.035871310979156544,0.045550701406453155,0.1333333060005216,0.15305449876882998,0.035871310979156544,0.12224364047499942,0.06666272103183037,0.06666689150187304,0.09320747975561398,0.04555070140645315,0.06666272103183037,0.03333773654279989,0.02777777777934218,0.09163939232911365,0.05995758016573808,0.017899897892160725,0.035871310979156544,0.04555070140645325,0.030081714590549435,0.017899897892160736,0.0048586837976343855,0.008303389176696045,0.014933995388423509,0.02777777208344723,0.035871310979156544,0.008303389176696045,0.025467425099014174,0.013888066924455668,0.013888935886489331,0.045550701406453224,0.014933995388423507,0.013888066924455668,0.006945394550509492,1.8772796499190186e-11,0.1333333060005216,0.15305449876882998,0.035871310979156544,0.12224364047499942,0.06666272103183037,0.02777777208344723,0.035871310979156544,0.008303389176696045,0.025467425099014174,0.013888066924455668,1.8772796499190186e-11,0.12224364047499942,0.025467425099014174,1.8772796499190186e-11,1.4365645325152088e-08,5.620006439484596e-07,0.06666272103183038,0.013888066924455668,1.4365645325152088e-08,1.0991680472674765e-05,0.027996935811012393,0.06666689150187305,0.09320747975561396,0.04555070140645315,0.06666272103183038,0.03333773654279989,0.01388893588648933,0.045550701406453196,0.014933995388423498,0.013888066924455668,0.006945394550509492,5.620006439484596e-07,0.06666272103183038,0.013888066924455668,1.4365645325152088e-08,1.0991680472674765e-05,0.013998467905506207,0.03333773654279989,0.006945394550509495,1.0991680472674765e-05,0.006999233952753084
211,96.0,0.2,3.0,0.0,1.0,0.0,0.0,5.0,59.0,0.5,-19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6000000000000083,1.7973119250772385,-22.0,-39.0,-60.5,0.0,1.0,-0.3956,-0.1852000000000001,-1.0,-0.4984,-0.485,0.0,-1.6000000000000083,-1.6000000000000083,-117.00000000000004,0.3639499999999846,3,1,0.403333333,0.13333333334084246,0.186655462193232,0.16347977062846084,0.05995758016573805,0.15305449876882998,0.0932074797556141,0.09163939232911368,0.05995758016573805,0.01789989789216072,0.035871310979156544,0.045550701406453155,0.1333333060005216,0.15305449876882998,0.035871310979156544,0.12224364047499942,0.06666272103183037,0.06666689150187304,0.09320747975561398,0.04555070140645315,0.06666272103183037,0.03333773654279989,0.02777777777934218,0.09163939232911365,0.05995758016573808,0.017899897892160725,0.035871310979156544,0.04555070140645325,0.030081714590549435,0.017899897892160736,0.0048586837976343855,0.008303389176696045,0.014933995388423509,0.02777777208344723,0.035871310979156544,0.008303389176696045,0.025467425099014174,0.013888066924455668,0.013888935886489331,0.045550701406453224,0.014933995388423507,0.013888066924455668,0.006945394550509492,1.8772796499190186e-11,0.1333333060005216,0.15305449876882998,0.035871310979156544,0.12224364047499942,0.06666272103183037,0.02777777208344723,0.035871310979156544,0.008303389176696045,0.025467425099014174,0.013888066924455668,1.8772796499190186e-11,0.12224364047499942,0.025467425099014174,1.8772796499190186e-11,1.4365645325152088e-08,5.620006439484596e-07,0.06666272103183038,0.013888066924455668,1.4365645325152088e-08,1.0991680472674765e-05,0.027996935811012393,0.06666689150187305,0.09320747975561396,0.04555070140645315,0.06666272103183038,0.03333773654279989,0.01388893588648933,0.045550701406453196,0.014933995388423498,0.013888066924455668,0.006945394550509492,5.620006439484596e-07,0.06666272103183038,0.013888066924455668,1.4365645325152088e-08,1.0991680472674765e-05,0.013998467905506207,0.03333773654279989,0.006945394550509495,1.0991680472674765e-05,0.006999233952753084
211,96.0,0.2,3.0,0.0,1.0,0.0,0.0,5.0,59.0,0.5,-19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6000000000000083,1.7973119250772385,-22.0,-39.0,-60.5,0.0,1.0,-0.3956,-0.1852000000000001,-1.0,-0.4984,-0.485,0.0,-1.6000000000000083,-1.6000000000000083,-117.00000000000004,0.3748999999999837,4,1,0.358333333,0.13333333334084246,0.186655462193232,0.16347977062846084,0.05995758016573805,0.15305449876882998,0.0932074797556141,0.09163939232911368,0.05995758016573805,0.01789989789216072,0.035871310979156544,0.045550701406453155,0.1333333060005216,0.15305449876882998,0.035871310979156544,0.12224364047499942,0.06666272103183037,0.06666689150187304,0.09320747975561398,0.04555070140645315,0.06666272103183037,0.03333773654279989,0.02777777777934218,0.09163939232911365,0.05995758016573808,0.017899897892160725,0.035871310979156544,0.04555070140645325,0.030081714590549435,0.017899897892160736,0.0048586837976343855,0.008303389176696045,0.014933995388423509,0.02777777208344723,0.035871310979156544,0.008303389176696045,0.025467425099014174,0.013888066924455668,0.013888935886489331,0.045550701406453224,0.014933995388423507,0.013888066924455668,0.006945394550509492,1.8772796499190186e-11,0.1333333060005216,0.15305449876882998,0.035871310979156544,0.12224364047499942,0.06666272103183037,0.02777777208344723,0.035871310979156544,0.008303389176696045,0.025467425099014174,0.013888066924455668,1.8772796499190186e-11,0.12224364047499942,0.025467425099014174,1.8772796499190186e-11,1.4365645325152088e-08,5.620006439484596e-07,0.06666272103183038,0.013888066924455668,1.4365645325152088e-08,1.0991680472674765e-05,0.027996935811012393,0.06666689150187305,0.09320747975561396,0.04555070140645315,0.06666272103183038,0.03333773654279989,0.01388893588648933,0.045550701406453196,0.014933995388423498,0.013888066924455668,0.006945394550509492,5.620006439484596e-07,0.06666272103183038,0.013888066924455668,1.4365645325152088e-08,1.0991680472674765e-05,0.013998467905506207,0.03333773654279989,0.006945394550509495,1.0991680472674765e-05,0.006999233952753084
211,96.0,0.2,3.0,0.0,1.0,0.0,0.0,5.0,59.0,0.5,-19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6000000000000083,1.7973119250772385,-22.0,-39.0,-60.5,0.0,1.0,-0.3956,-0.1852000000000001,-1.0,-0.4984,-0.485,0.0,-1.6000000000000083,-1.6000000000000083,-117.00000000000004,0.3780499999999831,5,1,0.328333333,0.13333333334084246,0.186655462193232,0.16347977062846084,0.05995758016573805,0.15305449876882998,0.0932074797556141,0.09163939232911368,0.05995758016573805,0.01789989789216072,0.035871310979156544,0.045550701406453155,0.1333333060005216,0.15305449876882998,0.035871310979156544,0.12224364047499942,0.06666272103183037,0.06666689150187304,0.09320747975561398,0.04555070140645315,0.06666272103183037,0.03333773654279989,0.02777777777934218,0.09163939232911365,0.05995758016573808,0.017899897892160725,0.035871310979156544,0.04555070140645325,0.030081714590549435,0.017899897892160736,0.0048586837976343855,0.008303389176696045,0.014933995388423509,0.02777777208344723,0.035871310979156544,0.008303389176696045,0.025467425099014174,0.013888066924455668,0.013888935886489331,0.045550701406453224,0.014933995388423507,0.013888066924455668,0.006945394550509492,1.8772796499190186e-11,0.1333333060005216,0.15305449876882998,0.035871310979156544,0.12224364047499942,0.06666272103183037,0.02777777208344723,0.035871310979156544,0.008303389176696045,0.025467425099014174,0.013888066924455668,1.8772796499190186e-11,0.12224364047499942,0.025467425099014174,1.8772796499190186e-11,1.4365645325152088e-08,5.620006439484596e-07,0.06666272103183038,0.013888066924455668,1.4365645325152088e-08,1.0991680472674765e-05,0.027996935811012393,0.06666689150187305,0.09320747975561396,0.04555070140645315,0.06666272103183038,0.03333773654279989,0.01388893588648933,0.045550701406453196,0.014933995388423498,0.013888066924455668,0.006945394550509492,5.620006439484596e-07,0.06666272103183038,0.013888066924455668,1.4365645325152088e-08,1.0991680472674765e-05,0.013998467905506207,0.03333773654279989,0.006945394550509495,1.0991680472674765e-05,0.006999233952753084
212,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,-6.0,0.99,-36.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.6999999999999966,3.3000000000000016,-27.0,7.0,0.0,0.25,-1.0,0.9422,0.9439,0.5070000000000001,0.0,0.0,0.0,2.6999999999999966,2.6999999999999966,-1.4210854715202004e-14,0.8379999999999377,1,0,0.75,0.3272221947862564,0.3249319909614666,0.32209993520485924,0.29298204614352963,0.29298204614352963,0.32309254463211096,0.29445700814628667,0.29298204614352963,0.2666413741690499,0.2666413741690499,0.29305974127392137,0.29445700814628667,0.29298204614352963,0.2666413741690499,0.2666413741690499,0.29305974127392137,0.3238479684035564,0.32309254463211096,0.29305974127392137,0.29305974127392137,0.32119285880941467,0.2914725464286864,0.29445700814628656,0.2929820461435297,0.26664137416905,0.26664137416905,0.2930597412739213,0.2664138665238439,0.26664137416905004,0.24284528227483518,0.24284528227483518,0.26573850070379545,0.2664138665238439,0.26664137416905004,0.24284528227483518,0.24284528227483518,0.26573850070379545,0.29131233509180426,0.2930597412739215,0.26573850070379545,0.26573850070379545,0.29014190006114665,0.2914725464286864,0.29445700814628656,0.2929820461435297,0.26664137416905,0.26664137416905,0.2930597412739213,0.2664138665238439,0.26664137416905004,0.24284528227483518,0.24284528227483518,0.26573850070379545,0.2664138665238439,0.26664137416905004,0.24284528227483518,0.24284528227483518,0.26573850070379545,0.29131233509180426,0.2930597412739215,0.26573850070379545,0.26573850070379545,0.29014190006114665,0.3123422146476677,0.32384796840355623,0.32309254463211096,0.29305974127392137,0.29305974127392137,0.3211928588094144,0.29131233509180426,0.29305974127392126,0.2657385007037955,0.2657385007037955,0.2901419000611463,0.29131233509180426,0.29305974127392126,0.2657385007037955,0.2657385007037955,0.2901419000611463,0.3123422146476679,0.32119285880941445,0.2901419000611464,0.2901419000611464,0.31234221464766726
212,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,-6.0,0.99,-36.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.6999999999999966,3.3000000000000016,-27.0,7.0,0.0,0.25,-1.0,0.9422,0.9439,0.5070000000000001,0.0,0.0,0.0,2.6999999999999966,2.6999999999999966,-1.4210854715202004e-14,0.8566499999999352,2,1,0.8683333329999999,0.32722219478625664,0.32493199096146713,0.3220999352048597,0.2929820461435298,0.2929820461435298,0.32309254463211184,0.29445700814628684,0.29298204614352985,0.26664137416905037,0.26664137416905037,0.2930597412739215,0.29445700814628684,0.29298204614352985,0.26664137416905037,0.26664137416905037,0.2930597412739215,0.32384796840355684,0.3230925446321118,0.29305974127392154,0.29305974127392154,0.3211928588094157,0.2914725464286864,0.2944570081462868,0.2929820461435299,0.26664137416905026,0.26664137416905026,0.29305974127392165,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2913123350918044,0.2930597412739217,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.2914725464286864,0.2944570081462868,0.2929820461435299,0.26664137416905026,0.26664137416905026,0.29305974127392165,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2913123350918044,0.2930597412739217,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.3123422146476679,0.32384796840355673,0.32309254463211184,0.2930597412739216,0.2930597412739216,0.3211928588094153,0.2913123350918045,0.29305974127392137,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.2913123350918045,0.29305974127392137,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.31234221464766826,0.3211928588094153,0.29014190006114676,0.29014190006114676,0.3123422146476681
212,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,-6.0,0.99,-36.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.6999999999999966,3.3000000000000016,-27.0,7.0,0.0,0.25,-1.0,0.9422,0.9439,0.5070000000000001,0.0,0.0,0.0,2.6999999999999966,2.6999999999999966,-1.4210854715202004e-14,0.8712499999999336,3,1,0.928333333,0.32722219478625664,0.32493199096146713,0.3220999352048597,0.2929820461435298,0.2929820461435298,0.32309254463211184,0.29445700814628684,0.29298204614352985,0.26664137416905037,0.26664137416905037,0.2930597412739215,0.29445700814628684,0.29298204614352985,0.26664137416905037,0.26664137416905037,0.2930597412739215,0.32384796840355684,0.3230925446321118,0.29305974127392154,0.29305974127392154,0.3211928588094157,0.2914725464286864,0.2944570081462868,0.2929820461435299,0.26664137416905026,0.26664137416905026,0.29305974127392165,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2913123350918044,0.2930597412739217,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.2914725464286864,0.2944570081462868,0.2929820461435299,0.26664137416905026,0.26664137416905026,0.29305974127392165,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2913123350918044,0.2930597412739217,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.3123422146476679,0.32384796840355673,0.32309254463211184,0.2930597412739216,0.2930597412739216,0.3211928588094153,0.2913123350918045,0.29305974127392137,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.2913123350918045,0.29305974127392137,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.31234221464766826,0.3211928588094153,0.29014190006114676,0.29014190006114676,0.3123422146476681
212,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,-6.0,0.99,-36.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.6999999999999966,3.3000000000000016,-27.0,7.0,0.0,0.25,-1.0,0.9422,0.9439,0.5070000000000001,0.0,0.0,0.0,2.6999999999999966,2.6999999999999966,-1.4210854715202004e-14,0.8734499999999332,4,1,0.926666667,0.32722219478625664,0.32493199096146713,0.3220999352048597,0.2929820461435298,0.2929820461435298,0.32309254463211184,0.29445700814628684,0.29298204614352985,0.26664137416905037,0.26664137416905037,0.2930597412739215,0.29445700814628684,0.29298204614352985,0.26664137416905037,0.26664137416905037,0.2930597412739215,0.32384796840355684,0.3230925446321118,0.29305974127392154,0.29305974127392154,0.3211928588094157,0.2914725464286864,0.2944570081462868,0.2929820461435299,0.26664137416905026,0.26664137416905026,0.29305974127392165,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2913123350918044,0.2930597412739217,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.2914725464286864,0.2944570081462868,0.2929820461435299,0.26664137416905026,0.26664137416905026,0.29305974127392165,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2913123350918044,0.2930597412739217,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.3123422146476679,0.32384796840355673,0.32309254463211184,0.2930597412739216,0.2930597412739216,0.3211928588094153,0.2913123350918045,0.29305974127392137,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.2913123350918045,0.29305974127392137,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.31234221464766826,0.3211928588094153,0.29014190006114676,0.29014190006114676,0.3123422146476681
212,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,-6.0,0.99,-36.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.6999999999999966,3.3000000000000016,-27.0,7.0,0.0,0.25,-1.0,0.9422,0.9439,0.5070000000000001,0.0,0.0,0.0,2.6999999999999966,2.6999999999999966,-1.4210854715202004e-14,0.8745499999999331,5,1,0.948333333,0.32722219478625664,0.32493199096146713,0.3220999352048597,0.2929820461435298,0.2929820461435298,0.32309254463211184,0.29445700814628684,0.29298204614352985,0.26664137416905037,0.26664137416905037,0.2930597412739215,0.29445700814628684,0.29298204614352985,0.26664137416905037,0.26664137416905037,0.2930597412739215,0.32384796840355684,0.3230925446321118,0.29305974127392154,0.29305974127392154,0.3211928588094157,0.2914725464286864,0.2944570081462868,0.2929820461435299,0.26664137416905026,0.26664137416905026,0.29305974127392165,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2913123350918044,0.2930597412739217,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.2914725464286864,0.2944570081462868,0.2929820461435299,0.26664137416905026,0.26664137416905026,0.29305974127392165,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2664138665238439,0.26664137416905026,0.24284528227483518,0.24284528227483518,0.26573850070379584,0.2913123350918044,0.2930597412739217,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.3123422146476679,0.32384796840355673,0.32309254463211184,0.2930597412739216,0.2930597412739216,0.3211928588094153,0.2913123350918045,0.29305974127392137,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.2913123350918045,0.29305974127392137,0.26573850070379584,0.26573850070379584,0.29014190006114676,0.31234221464766826,0.3211928588094153,0.29014190006114676,0.29014190006114676,0.3123422146476681
